title,description,value
Bryanbbyap Dot Com,"Please provide a quotation for mobile app -  
URL : https://www.bryanbbyap.com     
Start a Blog Building Successful Online Businesses for Your Next Generations  ---  Guide to Starting and Growing an Online BusinessCategoria: TI e ProgramaçãoSubcategoria: Programação de Apps para Android,... Ver mais detalhes  iOS e outrosQual é o alcance do projeto?: Criar um novo aplicativoIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho uma ideia geralDisponibilidade requerida: Conforme necessárioPlataformas exigidas: Android, iPhone, iPadEu preciso: Criar um appTipo de aplicativo: Promoção - Aplicativo para promover o seu negócio/empresaApps similares: OutroPrecisa de back-end: NãoGateway de pagamento: Não colapsar",R$ 1.400 - 2.700
Iframe Dentro Do Wordpress,"Gostaria de colocar um link de dashboard (externo e fixo) dentro do meu site
A ideia:
Tenho uma dashboard que acesso externamente  sem precisar de login e senha para acessa-la, porem está no link do sistema, gostaria de coloca-la dentro do link do meu site e proteger seu acesso com senha.... Ver mais detalhes 
Após algumas consultas foi-me informado que deveria ter sucesso utilizado iframe, alguém se habilita?Categoria: TI e ProgramaçãoSubcategoria: WordpressQual é o alcance do projeto?: Instalação de pluginIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho uma ideia geralDisponibilidade requerida: Conforme necessário colapsar",R$ 270 - 500
Teleorientação,"Plataforma de teleatendimento para meus pacientes em minha clínica. Para facilitar a atendimento de pacientes por aplicativo de pelo sistema Web .Categoria: TI e ProgramaçãoSubcategoria: ProgramaçãoQual é o alcance do projeto?: Alteração médiaIsso é um projeto ou uma posição de trabalho?: Um... Ver mais detalhes  projetoTenho, atualmente: Eu tenho uma ideia geralDisponibilidade requerida: Conforme necessárioIntegrações de API: Mídias sociais (Facebook, Twitter, etc), Payment Processor (Paypal, Stripe, etc)Funções necessárias: Designer, Desenvolvedor colapsar",R$ 1.400 - 2.700
Portal de Cotação de combustível de postos e avaliações,"Preciso desenvolver um portal, como se fosse um ""mapa"" de postos de combustível no brasil, onde o usuário consiga encontrar o mais próximo por distancia ou por algumas considerações em pesquisas, como por exemplo, o mais próximo que tenha loja conveniência, e assim por diante. E também o usuário do... Ver mais detalhes  app, poder avaliar os postos, atendimento, limpeza, entre outros.Categoria: TI e ProgramaçãoSubcategoria: ProgramaçãoQual é o alcance do projeto?: Criar um novo site personalizadoIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho uma ideia geralDisponibilidade requerida: Conforme necessárioIntegrações de API: Mídias sociais (Facebook, Twitter, etc), Payment Processor (Paypal, Stripe, etc)Funções necessárias: Desenvolvedor, Designer, Gerente de projetos, Analista de negócios colapsar",R$ 2.700 - 5.000
Site para vendas de óculos de grau,"Site com venda de óculos de grau e esporte com várias opções de lentes. Ter a opção de dias para visita do consultor óptico para medidas e oferta de novos produtos.Categoria: TI e ProgramaçãoSubcategoria: Lojas Virtuais (e-commerce)Qual é o alcance do projeto?: Alteração médiaIsso é um projeto ou... Ver mais detalhes  uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho uma ideia geralDisponibilidade requerida: Conforme necessárioIntegrações de API: Mídias sociais (Facebook, Twitter, etc), Payment Processor (Paypal, Stripe, etc)Funções necessárias: Designer, Desenvolvedor, Analista de negócios, Fazer o design de uma landing page, Outro, Gerente de projetos colapsar",R$ 1.400 - 2.700
Adicionar um novo Polyfill ao projeto Angularjs,"Precisamos que os navegadores reconheçam o css-polyfills existem packages com npm e bower. 
ÚNico requisito é reconhecer os atributos para mídia páginada ( https://vanseodesign.com/css/regions/ ). 
Referencias: https://libraries.io/bower/css-polyfills https://github.com/philschatz/css-polyfills.js/... Ver mais detalhes tree/1c6e1ab308fd33ede111ff2ae6347e6921a45901Categoria: TI e ProgramaçãoSubcategoria: ProgramaçãoQual é o alcance do projeto?: Bug ou alteração pequenaIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho especificaçõesDisponibilidade requerida: Conforme necessárioFunções necessárias: Desenvolvedor colapsar",R$ 500 - 1.400
App para empresa de rastreamento de veículos,"Olá, preciso fazer um aplicativo para empresa de rastreamento de veículos. Preciso de versão para Android e iPhone.
Utilizo um sistema de rastreamento de terceiros, mas quero um app próprio. 
O dono da plataforma disse que é possível utilizar a ""API"" deles, para acessar as informações de usuários,... Ver mais detalhes  veículos, etc. 
Como deve ser ao app: 
Ao abrir o app, o usuário precisará informar seu usuário e senha, caindo em um menu para as funções. O app deve salvar o usuário, para não precisar inserir a senha toda vez que for aberto. 
Telas:
- Carregamento
    Tela branca com a logo, enquanto o app abre.
- Login
    Tela com a logo, campos de usuário e senha e um botão ""Entrar"".
- Home
    Minha logo deve ficar no topo e abaixo existirá 9 menus: Veículos, Eventos, Ordem de Serviço, Boletos, Mensagens, Chamado Urgente, Meus dados, Sobre, Sair.  
- Veículos
    Lista dos veículos, com opção para buscar uma determinada placa. Ao clicar em um veículo abre o relatório dele.
- Relatório
    Exibe as posições de um veículo, de um determinado período. 
Deve ter campos para selecionar a data/hora inicial e final.
- Eventos
    Lista de eventos com filtro de data/hora inicial e final.
- Ordem de Serviço
    Lista de ordens de serviço com filtro de data/hora inicial e final. 
Ao clicar em um registro permite exibir/salvar a ordem de serviço. As ordens de serviço (PDF) estão hospedadas no servidor.
- Boletos
    Lista de boletos com filtro de data/hora inicial e final. 
Ao clicar em um registro permite exibir/salvar o boleto. Os boleots (PDF) estão hospedados no servidor.
- Mensagens
    Lista de mensagens enviadas para o usuário. 
Ao clicar em uma exibe todo seu conteúdo.
- Detalhes da mensagem
    Conteúdo da mensagem. Apenas texto.  
- Chamado Urgente
    Botão que deve abrir uma conversa com um telefone de WhatsApp.
- Meus dados
    Campos para alterar email e senha.
- Sobre
    Dados de contato da empresa (email, telefone, endereço).  
- Sair
    Faz o usuário sair do app, sendo necessário colocar a senha novamente. 
Obs: a app não terá mapa.Categoria: TI e ProgramaçãoSubcategoria: Programação de Apps para Android, iOS e outrosQual é o alcance do projeto?: Criar um novo aplicativoIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho especificaçõesDisponibilidade requerida: Conforme necessárioExperiência nesse tipo de projeto: Não (Eu nunca gerenciei esse tipo de projeto)Plataformas exigidas: Android, iPhoneEu preciso: Criar um appTipo de aplicativo: OutroPrecisa de back-end: NãoGateway de pagamento: Não colapsar",R$ 5.000 - 16.000
Desenvolvimento e Pixel para rastreamento de visitantes em páginas,"Olá! 
Estamos procurando desenvolvedores para criar um pixel próprio para nosso negócio, semelhante ao do Facebook, que faça a contagem de quantas pessoas visitaram cada URL. 
Esse pixel deverá armazenar informações em um bando de dados a ser desenvolvido também. 
A ideia é que possamos convidar... Ver mais detalhes  várias pessoas para usar o nosso pixel e que seja possível identificar quantos acessos cada uma dessas pessoas teve em cada uma das páginas que o pixel foi instalado.Categoria: TI e ProgramaçãoSubcategoria: ProgramaçãoQual é o alcance do projeto?: Alteração médiaIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho uma ideia geralDisponibilidade requerida: Conforme necessárioIntegrações de API: Mídias sociais (Facebook, Twitter, etc), Outros (Outras APIs)Funções necessárias: Desenvolvedor colapsar",R$ 1.400 - 2.700
Roletta Russa,"Preciso de um desenvolvedor de um jogo on line, as disputas aconteceriam durante um tempo na regressiva e teria dois niveis. 
Preciso de um desenvolvedor de um jogo on line, as disputas aconteceriam durante um tempo na regressiva e teria dois niveis.Categoria: TI e ProgramaçãoSubcategoria:... Ver mais detalhes  ProgramaçãoQual é o alcance do projeto?: Criar um novo site personalizadoIsso é um projeto ou uma posição de trabalho?: Um projetoDisponibilidade requerida: Conforme necessárioFunções necessárias: Desenvolvedor colapsar",R$ 2.700 - 5.000
Analise de dados no power Bi,"Gostaria de realizar uma analise de alguns arquivos que retiro do SAP, e acompanhar pelo Power BI.Seria Horas extras e analise de apropriação de mão de obraCategoria: TI e ProgramaçãoSubcategoria: OutrosTamanho do projeto: PequeñoIsso é um projeto ou uma posição de trabalho?: Um projetoTenho,... Ver mais detalhes  atualmente: Eu tenho uma ideia geralDisponibilidade requerida: Conforme necessárioIntegrações de API: Outros (Outras APIs) colapsar",R$ 270 - 500
Front end de Site para Agência de Mkt,"Precisamos de alguém que desenvolva um site ou em Html ou Wordpress desde que seja IDÊNTICO ao do layout criado, não aceitamos nada que não seja exatamente igual ao projeto, ok? Dito isso, segue em anexo algumas páginas do site que já estão prontasCategoria: TI e ProgramaçãoSubcategoria:... Ver mais detalhes  ProgramaçãoQual é o alcance do projeto?: Alteração médiaIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho o designDisponibilidade requerida: Conforme necessárioFunções necessárias: Desenvolvedor colapsar",R$ 1.400 - 2.700
Site para um Club de assinaturas de café,"O site precisaria ser semelhante a esse: https://noetecafeclube.com.br
Seria necessário ter uma sessão para venda de produtos individuais tambémCategoria: TI e ProgramaçãoSubcategoria: WordpressQual é o alcance do projeto?: Desenvolvimento personalizadoIsso é um projeto ou uma posição de trabalho?:... Ver mais detalhes  Um projetoTenho, atualmente: Eu tenho uma ideia geralDisponibilidade requerida: Conforme necessárioIntegrações de API: Payment Processor (Paypal, Stripe, etc) colapsar",R$ 1.400 - 2.700
Site para um Club de assinaturas de café,"O site precisaria ser semelhante a esse: https://noetecafeclube.com.br
Seria necessário ter uma sessão para venda de produtos individuais tambémCategoria: TI e ProgramaçãoSubcategoria: ProgramaçãoQual é o alcance do projeto?: Criar um novo site personalizadoIsso é um projeto ou uma posição de... Ver mais detalhes  trabalho?: Um projetoTenho, atualmente: Eu tenho uma ideia geralDisponibilidade requerida: Conforme necessárioIntegrações de API: Payment Processor (Paypal, Stripe, etc)Funções necessárias: Desenvolvedor, Designer colapsar",R$ 2.700 - 5.000
Aplicativo Para Coworking Para Reserva De Salas E Horário,"Preciso de um aplicativo para um espaço especializado em Coworking para advogados. Já tenho a logomarca pronta mas preciso que o app contemple a funcionalidade de reservar salas, dias e horário bem como pagamento via cartão de crédito e boleto.Categoria: TI e ProgramaçãoSubcategoria: Programação de... Ver mais detalhes  Apps para Android, iOS e outrosQual é o alcance do projeto?: Bug ou alteração pequenaIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho uma ideia geralDisponibilidade requerida: Conforme necessárioEu preciso: Criar um app colapsar",R$ 1.400 - 2.700
Site Fernando Silveira,"Olá, Diogo! Tudo bem? Instalei o Wordpress e estou com dificuldade de montar o que quero nele. Uma página inicial, uma página dos curso e um blog. Você poderia me ajudar?Categoria: TI e ProgramaçãoSubcategoria: Web Design",R$ 270 - 500
Plataforma de envio de Email/Sms/Whatsapp,"O projeto consiste em criar um sistema web que irá extrair dados via postback/webhook de um site de vendas (nome do cliente/email/telefone/link do boleto). 
No sistema será possível importar esses dados via postback/webhook, criar uma sequencia de emails com os dados do cliente. EXEMPLO: Bom dia [... Ver mais detalhes primeiro nome]!!
[primeiro nome = uma variável, podendo ser pedro/andre/roberto]
no sistema também deverá conter maneiras de envio de sms [podendo ser integrado com uma plataforma terceira com custo a parte] e também quando os dados do cliente forem importados para o sistema mandar uma mensagem por whatsapp.Categoria: TI e ProgramaçãoSubcategoria: ProgramaçãoQual é o alcance do projeto?: Criar um novo site personalizadoIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho especificaçõesDisponibilidade requerida: Conforme necessárioIntegrações de API: Outros (Outras APIs)Funções necessárias: Desenvolvedor, Designer colapsar",R$ 2.700 - 5.000
